Query	templateId	templateText	etalon_text	algorithm	score	timeout
изменение в отчетах за 1 квартал 2024	146330	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	изменения в отчетах за 1 квартал 2024	Jaccard	1.0	0.4086577892303467
уведомление по ндфл в 2024 году сервис	142487	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142487/actual/	уведомление по ндфл в 2024 году сервис	Jaccard	1.0	0.2913355827331543
срок подачи уведомление по ндфл в 2024	142370	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142370/actual/	ндфл сроки подачи уведомления 2024	Jaccard	1.0	0.2223970890045166
сроки сдачи налога на прибыль за 2023	571557	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/666934/actual/	налог на прибыль срок сдачи в 2023	Jaccard	1.0	0.26146388053894043
как оформить договор гпх с гражданином белоруссии	56080	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/56080/actual/	как оформить договор гпх с гражданином белоруссии	Jaccard	1.0	0.45121121406555176
как ип перейти с усн на нпд	136812	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/136812/actual/	как ип перейти с нпд на усн	Jaccard	1.0	0.40435123443603516
как отразить в уведомлении ндфл по дивидендам	655196	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/655196/actual/	ндфл от дивидендов как отразить в уведомлениях	Jaccard	1.0	0.4138948917388916
когда учесть страховые взносы при усн доходы	722840	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/722840/actual/	когда учесть страховые взносы при усн доходы	Jaccard	1.0	0.4089486598968506
как заполнить рсв за 1 кв 2024	595050	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/712025/actual/	как заполнить рсв за 1 кв 2024	Jaccard	1.0	0.2808699607849121
письмо контрагенту об уплате задолженности третьему лицу	453516	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/239567/actual/	письмо контрагенту об оплате за третье лицо	SbertT5	0.5155571103096008	1.1495418548583984
нужно ли подавать минусовые уведомления по усн	725182	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725182/actual/	нужно ли подавать минусовое уведомление по усн	Jaccard	1.0	0.41049766540527344
инструкция по заполнению 6-ндфл 1 квартал 2024	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	6-ндфл за 1 квартал 2024 инструкция по заполнению	Jaccard	1.0	0.3075528144836426
ндфл дивиденды физическому лицу от разных организаций	138679	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/138679/actual/	ндфл дивиденды физическому лицу от разных организаций	Jaccard	1.0	0.40868091583251953
пример 6-ндфл за 1 квартал 2024 года	118320	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/118320/actual/	пример 6-ндфл за 1 квартал 2024 года	Jaccard	1.0	0.4080517292022705
усн доходы как учесть взносы за себя	722840	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/722840/actual/	усн доходы как учесть взносы за себя	Jaccard	1.0	0.40976452827453613
договор беспроцентного займа от учредителя (физического лица)	17571	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/17571/actual/	договор беспроцентного займа от учредителя (физического лица)	Jaccard	1.0	0.2670097351074219
уменьшение усн у ип на дополнительные взносы	722840	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/722840/actual/	уменьшение усн у ип на дополнительные взносы	Jaccard	1.0	0.2424626350402832
6-ндфл за 1 квартал 2024 года Бланк	704105	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704105/actual/	6-ндфл за 1 квартал 2024 года Бланк	Jaccard	1.0	0.40886378288269043
какие документы нужно предоставить при увольнении сотрудника	485416	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/485416/actual/	какие документы нужно предоставить сотруднику при увольнении	Jaccard	1.0	0.40941357612609863
порядок подтверждения ставки ндс 0% в еаэс	578621	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/681762/actual/	подтверждение нулевой ставки ндс еаэс	SbertT5	0.7406320571899414	0.5205509662628174
договора займа минимальная процентная ставка между ооо	499816	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/128823/actual/	договора займа минимальная процентная ставка между ооо	Jaccard	1.0	0.40131330490112305
ндфл указывается в уведомлении начисленный или выплаченный	147383	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147383/actual/	ндфл указывается в уведомлении начисленный или выплаченный	Jaccard	1.0	0.408536434173584
округление при расчете количества дней неиспользованного отпуска	584377	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/584377/actual/	округление при расчете количества дней неиспользованного отпуска	Jaccard	1.0	0.4085214138031006
возврат товара от покупателя не плательщика ндс	447636	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/121101/actual/	возврат товара от покупателя не плательщика ндс	Jaccard	1.0	0.4084351062774658
образец приказа на возложение обязанностей главного бухгалтера	26672	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/26672/actual/	образец приказа на возложение обязанности главного бухгалтера на бухгалтера	Jaccard	1.0	0.408815860748291
образец заполнения 6-ндфл за 1 кв 2024	591041	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704100/actual/	заполнение 6-ндфл за 1 кв 2024 раздел 2	SbertT5	0.973071813583374	0.5785613059997559
изменения в форме 6-ндфл за 2024 год	664831	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/664831/actual/	форма 6-ндфл за 2024 год изменения	Jaccard	1.0	0.2205202579498291
соглашение об избежании двойного налогообложения с беларусью	579165	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144001/actual/	соглашение с украиной об избежании двойного налогообложения	SbertT5	0.93663489818573	0.73374342918396
прощение долга по договору займа с сотрудником	26620	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/26620/actual/	прощение долга по договору займа с сотрудником	Jaccard	1.0	0.4111347198486328
усн доходы - расходы и страховые взносы	600879	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147163/actual/	усн доходы-расходы и страховые взносы	Jaccard	1.0	0.22909855842590332
куда платить налог по усн за 2023	727699	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/727699/actual/	куда платить налог по усн за 2023	Jaccard	1.0	0.3590993881225586
как по балансу посмотреть размер чистых активов	119862	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/119862/actual/	как по балансу посмотреть размер чистых активов	Jaccard	1.0	0.2289440631866455
код ошибки 0400400020 при сдаче бухгалтерской отчетности	436324	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/450734/actual/	код ошибки 0400400020 в бухгалтерской отчетности	SbertT5	0.9968743920326233	0.7137980461120605
премия собственнику, по результатам работы за год	129184	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/129184/actual/	премия собственнику, по результатам работы за год	Jaccard	1.0	0.41287875175476074
премия директору по результатам работы за год	533279	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/54590/actual/	премия для директора	SbertT5	0.9596056938171387	0.7156386375427246
книга учета доходов и расходов за 2024	574443	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143532/actual/	книга учета доходов и расходов 2024	Jaccard	1.0	0.40984511375427246
уплата ндс по импорту из стран еаэс	578786	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143966/actual/	уплата ндс при импорте из стран еаэс	Jaccard	1.0	0.4089021682739258
сообщение о суммах исчисленного налога из налоговой	0				0.0	0.6120378971099854
запись в трудовой книжке директора единственного учредителя	507490	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/558384/actual/	директор единственный учредитель запись в трудовой книжке	Jaccard	1.0	1.023256540298462
в каком годы стоимость ос 100000 руб	402543	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/402543/actual/	в каком годы стоимость ос 100000 руб	Jaccard	1.0	0.3067481517791748
акт на оказание бухгалтерских и юридических услуг	476597	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/408330/actual/	акт оказания услуг физическим лицом юридическому	SbertT5	0.7577752470970154	0.7169039249420166
акт об оказании услуг с физическим лицом	476597	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/408330/actual/	акт с физическим лицом на оказание услуг	Jaccard	1.0	0.40762948989868164
рсв за 1 квартал 2024 актуальность формы	0				0.0	0.8438072204589844
6-ндфл за 1 квартал 2024 актуальность формы	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	6-ндфл за 1 квартал 2024 г форма	SbertT5	0.926827609539032	0.5885088443756104
ставки налог на имущество по кадастровой стоимости	142632	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142632/actual/	ставка налога на имущество от кадастровой стоимости	Jaccard	1.0	0.21861505508422852
уведомление по страховым взносам за декабрь 2023	725230	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725230/actual/	уведомления по страховым взносам за декабрь в декабре 2023	Jaccard	1.0	0.39519643783569336
ставка налога на имущество по кадастровой стоимости	142632	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142632/actual/	ставка налога на имущество от кадастровой стоимости	Jaccard	1.0	0.41027164459228516
документы подтверждающие расходы на проживание в командировке	589012	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/131004/actual/	какими документами подтвердить расходы на проживание в командировке	SbertT5	0.9043465256690979	0.5122475624084473
стоимость трудовых книжек для налога на прибыль	564336	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/564336/actual/	стоимость трудовых книжек для налога на прибыль	Jaccard	1.0	0.4087960720062256
уведомление по транспортному налогу в 2024 году	601998	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725227/actual/	уведомление по транспортному налогу в 2024 году	Jaccard	1.0	0.41088438034057617
компенсация за неиспользованный отпуск расчет количества дней	584377	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/584377/actual/	компенсация за неиспользованный отпуск расчет количества дней	Jaccard	1.0	0.4087488651275635
сколько дней больничного можно оплатить в году	502531	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/546266/actual/	сколько дней больничного можно оплатить в год	Jaccard	1.0	0.40910983085632324
акт на списание на расходы чай, кофе	368650	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/368650/actual/	акт на списание на расходы чай, кофе	Jaccard	1.0	0.407773494720459
уменьшение патента на страховые взносы в 2024	0				0.0	1.0228245258331299
как рассчитать налог на имущество на усн	571783	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/667355/actual/	как рассчитать налог на имущество при усн	Jaccard	1.0	0.40894317626953125
уведомления по страховым взносам за февраль 2024	142370	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142370/actual/	уведомление по страховым взносам за февраль 2024	Jaccard	1.0	0.40932655334472656
кбк для перечисления ндфл в 2024 году	142614	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142614/actual/	перечисление ндфл в 2024 году кбк	Jaccard	1.0	0.4086644649505615
пояснительная записка к подтверждению основного вида деятельности	583677	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/691272/actual/	пояснительная записка к для подтверждения основного вида деятельности	Jaccard	1.0	0.19739437103271484
оплата налогов по платежному поручению в 2023	128089	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/128089/actual/	оплата налогов по платежному поручению в 2023	Jaccard	1.0	0.4151923656463623
купили прослеживаемы товар надо ли сдать отчет	738315	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/738315/actual/	купили прослеживаемы товар надо ли сдать отчет	Jaccard	1.0	0.19408869743347168
оплата за аренду автомобиля у физического лица	116938	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/116938/actual/	оплата за аренду автомобиля у физического лица	Jaccard	1.0	0.4210681915283203
сообщение исчисленных налоговым органом суммах транспортного налога	569962	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/663815/actual/	сообщение об исчисленной налоговым органом сумме транспортного налога	Jaccard	1.0	0.2711918354034424
налог на имущество в 2024 году ставки	142632	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142632/actual/	налог на имущество в 2024 году ставка	Jaccard	1.0	0.23755550384521484
к какой группе основных средств отнести штабелер	588327	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/588327/actual/	к какой группе основных средств отнести штабелер	Jaccard	1.0	0.30750513076782227
как рассчитать срок полезного использования основного средства	116767	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/116767/actual/	как рассчитать срок полезного использования основного средства	Jaccard	1.0	0.4096488952636719
налогообложение сотрудника сдавшего в аренду легковой автомобиль	492230	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/492230/actual/	может ли ооо сдать в аренду легковой автомобиль физ.лицу	SbertT5	0.8930724263191223	1.6369121074676514
что значит зачтено в енп по окно	706302	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/706302/actual/	что значит зачтено в енп по окно	Jaccard	1.0	0.7129061222076416
страховые взносы тариф малому предприятию в 2024	565424	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/141118/actual/	тарифы страховых взносов для малых предприятий в 2024	Jaccard	1.0	0.35725927352905273
запись в трудовой книжке назначения генерального директора	55626	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/55626/actual/	запись в трудовой книжке назначения генерального директора	Jaccard	1.0	0.26028013229370117
взносы для ип за 2024 за себя	563303	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/651596/actual/	взносы ИП за себя 2024	Jaccard	1.0	0.4076981544494629
3-ндфл для возврата ндфл на покупку квартиры	662354	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/662354/actual/	3-ндфл для возврата ндфл на покупку квартиры	Jaccard	1.0	0.5130913257598877
как заполнить декларацию по налогу на имущество	135830	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/135830/actual/	как заполнить декларацию по налогу на имущество	Jaccard	1.0	0.4073774814605713
ответ на требование представлен с опозданием штраф	584810	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/693363/actual/	ответ на требование с опозданием штраф	SbertT5	0.9927888512611389	0.5496273040771484
срок уплаты ндфл снова меняют с 2024	142487	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142487/actual/	срок уплаты ндфл снова меняют с 2024	Jaccard	1.0	0.2701270580291748
dtf принтер к какой амортизационной группе относится	545844	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/134215/actual/	принтер амортизационная группа	SbertT5	0.9711123108863831	0.6132183074951172
декларация 6-ндфл за 1 квартал 2024 года	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	декларация 6 ндфл за 1 квартал 2024	SbertT5	0.9912726283073425	0.5101785659790039
учет лизинга по новым правилам 2023 года	421149	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/74854/actual/	учет лизинга по новым правилам 2023 года	Jaccard	1.0	0.6134819984436035
как правильно заполнить счет фактуру для филиала	589485	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/700445/actual/	как заполнять счет фактуру филиалу	Jaccard	1.0	0.4088022708892822
выручка по прибыли меньше выручки по ндс	701041	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/701041/actual/	выручка по прибыли меньше выручки по ндс	Jaccard	1.0	0.408689022064209
уведомление за март по ндфл в 2024	142370	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142370/actual/	нужно ли отправлять уведомление по ндфл за март 2024	Jaccard	1.0	0.4087541103363037
процент возмещения ндс на 1 квартал 2024	686484	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/686484/actual/	процент возмещения ндс на 1 квартал 2024	Jaccard	1.0	0.40932345390319824
списание кредиторской задолженности со сроком исковой давности	590028	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145515/actual/	списание кредиторской задолженности с истекшим сроком исковой давности	SbertT5	0.9585707783699036	0.7159585952758789
как вести себя в налоговой на допросе	437070	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/437070/actual/	как вести себя в налоговой на допросе	Jaccard	1.0	0.40984511375427246
штраф за опоздание с уведомлением по енп	725174	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725174/actual/	штраф за опоздание с уведомлением по енп	Jaccard	1.0	0.40749621391296387
заявление сотрудника об увольнении по соглашению сторон	557326	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/557326/actual/	заявление сотрудника об увольнении по соглашению сторон	Jaccard	1.0	0.40916967391967773
книга доходов и расходов по усн 2024	574443	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143532/actual/	усн 2024 книга доходов и расходов	Jaccard	1.0	0.41041040420532227
уведомление по госслужащим при приеме на работу	600530	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147102/actual/	уведомление о приеме на работу госслужащего	Jaccard	1.0	0.40720367431640625
освобождение от уплаты налога на прибыль сколково	692579	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/692579/actual/	освобождение от уплаты налога на прибыль сколково	Jaccard	1.0	0.4086339473724365
строка 112 2 раздел 6-ндфл 2024 год	591041	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704100/actual/	строка 112 раздел 2 6-ндфл	SbertT5	0.9929282069206238	0.6159794330596924
инструкция заполнения подтверждения основного вида эконом деятельности	123468	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/123468/actual/	инструкция заполнения подтверждения основного вида эконом деятельности	Jaccard	1.0	0.4071309566497803
подает ли уведомление ип при оплате усн	725183	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725183/actual/	подает ли уведомление ип при оплате усн	Jaccard	1.0	0.44384264945983887
сроки ндфл в 2023 для расчета 6-ндфл	128089	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/128089/actual/	сроки ндфл в 2023 для расчета 6-ндфл	Jaccard	1.0	1.0923724174499512
фсбу основные средства полностью амортизированные основные средства	447659	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/403211/actual/	приобретение б/у основных средств полностью амортизированных	SbertT5	0.9614858031272888	0.7093887329101562
как оформить переход на фсбу по нма	654781	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/654781/actual/	как оформить переход на фсбу по нма	Jaccard	1.0	0.19670772552490234
рсв за 1 квартал 2024 как заполнить	141193	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/141193/actual/	как заполнить рсв за 1 квартал 2024	Jaccard	1.0	0.3624405860900879
как рассчитать страховые взносы за ип калькулятор	95408	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/95408/actual/	как рассчитать страховые взносы за ип калькулятор	Jaccard	1.0	0.26428771018981934
ставки по налогу на имущество 2024 год	142632	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142632/actual/	налог на имущество в 2024 году ставка	Jaccard	1.0	0.7527239322662354
в какой срок работодатель должен оплатить больничный	578221	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/578221/actual/	в какой срок работодатель должен оплатить больничный	Jaccard	1.0	0.26925230026245117
как составить бухгалтерскую справку при выплате дивидендов	572739	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/572739/actual/	как составить бухгалтерскую справку при выплате дивидендов	Jaccard	1.0	0.40950489044189453
вытяжная вентиляция учитывается как отдельное основное средство?	602701	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/602701/actual/	вытяжная вентиляция учитывается как отдельное основное средство?	Jaccard	1.0	0.8171942234039307
стандартный вычет по ндфл отцу при разводе	481263	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/481263/actual/	стандартный вычет по ндфл отцу при разводе	Jaccard	1.0	0.8197948932647705
налог на землю за 2022 год уведомления	120253	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/120253/actual/	налог на землю за 2022 год уведомления	Jaccard	1.0	0.40853404998779297
какую стоимость доли при выходе из ооо	585314	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/694048/actual/	стоимость доли при выходе из ооо	SbertT5	0.9837027788162231	0.7157981395721436
оплачивать отгул за работу в выходной день	68264	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/68264/actual/	как оплатить день отгула за работу в выходной день	Jaccard	1.0	0.6136300563812256
можно ли перейти с самозанятого на ип	108497	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/108497/actual/	как перейти с самозанятого на ип	Jaccard	1.0	1.9453437328338623
Бланк ндс за 1 кв 2024 года	0				0.0	1.2271287441253662
изменения в учетной политике 2024г. конструктор приказа	655619	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/655619/actual/	изменения в учетной политике 2024г. конструктор приказа	Jaccard	1.0	0.8199450969696045
изменения в учетной политике 2024 конструктор приказа	655619	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/655619/actual/	изменения в учетной политике 2024 конструктор приказа	Jaccard	1.0	0.4069523811340332
как вернуть обеспечительный платеж по договору аренды	500310	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/129672/actual/	как вернуть обеспечительный платеж по договору аренды	Jaccard	1.0	0.4102747440338135
когда оплачивать страховые взносы за март 2024	725177	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725177/actual/	когда оплачивать страховые взносы за март 2024	Jaccard	1.0	1.4331848621368408
воинский учет в организации карточка № 10	135245	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/135245/actual/	воинский учет как вести карточки по форме 10	SbertT5	0.609626293182373	0.7161955833435059
возражения в фнс на исчисление имущественных налогов	664456	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/664456/actual/	возражения в фнс на исчисление имущественных налогов	Jaccard	1.0	0.40935778617858887
порядок заполнения формы подтверждения основного вида деятельности	583674	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/691266/actual/	заполнение подтверждения основного вида деятельности	SbertT5	0.977178156375885	0.8181638717651367
образец заявления на отказ от льготы ндс	567019	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142155/actual/	заявление об отказе применения льготы по ндс	SbertT5	0.9757182598114014	0.6136369705200195
доверенность на право подписи на время отпуска	376297	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/376297/actual/	доверенность на право подписи на время отпуска	Jaccard	1.0	1.0211775302886963
